id,facility_name,num,street,city,state,zip,municipal,category_cd,description,p_code,fdo,bus_st_date,seat_count,noroom,sq_feet,status,placard_st,x,y,address
10,Joe Winzek Catering Service,600,8th St,Glassport,PA,15045,Glassport,100,Caterer,1,1970-01-01,1970-01-01,0,,3000,1,1,-79.8882527533642,40.3225648224858,600 8th St Glassport PA 15045
17,Bell's Market,603,Braddock Avenue,Braddock,PA,15104,Braddock,113,Retail/Convenience Store,1,1984-06-17,1984-06-17,0,,1200,7,3,-79.8681388739464,40.4033480539573,603 Braddock Avenue Braddock PA 15104
59,Shadyside Market,5414,Walnut St,Pittsburgh,PA,15232,Pittsburgh-107,113,Retail/Convenience Store,1,1984-06-17,1984-06-17,0,,3700,1,1,-79.9349649369953,40.4506799743078,5414 Walnut St Pittsburgh PA 15232
110,Hamms Market,1239,Itin Street,Pittsburgh,PA,15212,Pittsburgh-124,115,Packaged Food Only,2,1984-06-17,1984-06-17,0,,225,1,1,-79.9908483191556,40.4623378204859,1239 Itin Street Pittsburgh PA 15212
118,Tom Friday's Market,3639,California Ave,Pittsburgh,PA,15212,Pittsburgh-127,113,Retail/Convenience Store,1,1984-06-17,1984-06-17,0,,1600,1,1,-80.0416296781875,40.481224403683,3639 California Ave Pittsburgh PA 15212
202,Mazzotta's Market,730,Broadway Ave,Mc Kees Rocks,PA,15136,Stowe,113,Retail/Convenience Store,1,1984-06-17,1984-06-17,0,,1000,7,1,-80.0743050005897,40.4730421525859,730 Broadway Ave Mc Kees Rocks PA 15136
213,The Strip District Meats,2123,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,113,Retail/Convenience Store,1,1970-01-01,1970-01-01,0,,1000,1,1,-79.9826924505849,40.4522862312475,2123 Penn Avenue Pittsburgh PA 15222
237,Bakers Dairy,7300,Hamilton Ave,Pittsburgh,PA,15208,Pittsburgh-113,113,Retail/Convenience Store,0,1980-01-01,1980-01-01,0,,1000,1,1,-79.8956442909866,40.4540165199681,7300 Hamilton Ave Pittsburgh PA 15208
253,Leonard Labriola Foods,121,Hulton Road,Verona,PA,15147,Penn Hills,112,Chain Supermarket,1,1969-04-01,1969-04-01,0,,4000,1,1,-79.8201127507331,40.484548731855,121 Hulton Road Verona PA 15147
259,Merante Bros,6,Marion St,Pittsburgh,PA,15219,Pittsburgh-101,113,Retail/Convenience Store,1,1984-06-17,1984-06-17,0,,500,7,1,-79.9842823953378,40.4381834562048,6 Marion St Pittsburgh PA 15219
262,Community Super Market,1117,Milltown Rd,Verona,PA,15147,Penn Hills,111,Supermarket,0,1970-01-01,1970-01-01,0,,40000,1,1,-79.7907203449821,40.4986513151729,1117 Milltown Rd Verona PA 15147
294,Podmilsak's Market,200,Herron Avenue,Cheswick,PA,15024,Harmar,113,Retail/Convenience Store,1,1950-01-01,1950-01-01,0,,1000,1,1,-79.8148782258063,40.5427426509598,200 Herron Avenue Cheswick PA 15024
352,Zoscak's Food Market,319,Ann St,Mc Keesport,PA,15132,McKeesport,111,Supermarket,1,1957-01-01,1957-01-01,0,,1311,7,1,-79.8748094839917,40.3506345751049,319 Ann St Mc Keesport PA 15132
365,Crossroads Service Center,4600,Homestead Duquesne Rd,West Mifflin,PA,15122,West Mifflin,114,Chain Retail/Convenience Store,1,1970-01-01,1970-01-01,0,,2000,7,1,-79.8943905901288,40.3763589650974,4600 Homestead Duquesne Rd West Mifflin PA 15122
389,Joes Butcher Shop,502,Broadway Avenue,Pitcairn,PA,15140,Pitcairn,113,Retail/Convenience Store,1,1976-04-01,1976-04-01,0,,2000,1,1,,,502 Broadway Avenue Pitcairn PA 15140
439,Evelyn Rohaly,4240,Lydia St,Pittsburgh,PA,15207,Pittsburgh-115,115,Packaged Food Only,2,1960-01-02,1960-01-02,0,,1000,7,1,-79.9417620960569,40.4220641326937,4240 Lydia St Pittsburgh PA 15207
498,Ann's Market,2316,Webster Ave,Pittsburgh,PA,15219,Pittsburgh-105,113,Retail/Convenience Store,0,1980-01-01,1980-01-01,0,,900,1,1,-79.9752285311131,40.4483306002878,2316 Webster Ave Pittsburgh PA 15219
551,Victoria's Dairy,1716,Lowrie Street,Pittsburgh,PA,15212,Pittsburgh-124,113,Retail/Convenience Store,1,1984-06-17,1984-06-17,0,,400,1,1,-79.9823365724066,40.4643698932638,1716 Lowrie Street Pittsburgh PA 15212
641,Ken's Grocery,216,Beltzhoover Ave,Pittsburgh,PA,15210,Pittsburgh-118,113,Retail/Convenience Store,1,1984-06-17,1984-06-17,0,,500,1,1,-79.9976217207189,40.420098988717,216 Beltzhoover Ave Pittsburgh PA 15210
703,Sil's,6000,Noblestown Road,Oakdale,PA,15071,Oakdale,113,Retail/Convenience Store,1,1992-04-08,1992-04-08,0,,1100,1,1,-80.1875304354142,40.3983729129275,6000 Noblestown Road Oakdale PA 15071
810,Fuzzys Market,426,6th St,Glassport,PA,15045,Glassport,113,Retail/Convenience Store,1,1984-06-17,1984-06-17,0,,2500,1,1,-79.8896839446644,40.3259328815224,426 6th St Glassport PA 15045
873,Lincoln Bakery,543,Lincoln Ave,Pittsburgh,PA,15202,Bellevue,117,Bakery,1,1991-06-18,1991-06-18,0,,2445,1,1,-80.0571455864957,40.4961222802066,543 Lincoln Ave Pittsburgh PA 15202
881,Potomac Bakery,689,Washington Road,Pittsburgh,PA,15228,Mt Lebanon,118,Chain Bakery,1,1984-06-17,1984-06-17,0,,1000,1,1,-80.0442085512651,40.3808248391551,689 Washington Road Pittsburgh PA 15228
883,Potomac Bakery,1419,Potomac  Avenue,Pittsburgh,PA,15216,Dormont,118,Chain Bakery,1,1984-06-17,1984-06-17,0,,2588,1,1,-80.0347300501961,40.3955040235698,1419 Potomac  Avenue Pittsburgh PA 15216
918,Stamboli's Poultry Mkt,550,Braddock Ave,Braddock,PA,15104,Braddock,113,Retail/Convenience Store,1,1955-01-01,1955-01-01,0,,600,7,1,-79.8692253172964,40.4034720036179,550 Braddock Ave Braddock PA 15104
930,Novo Vending,735,Perry Hwy,Pittsburgh,PA,15229,Ross,151,Warehouse,2,1973-01-01,1973-01-01,0,,1,7,1,-80.0355364644407,40.5286913134743,735 Perry Hwy Pittsburgh PA 15229
1008,De Carlo Fruit Market,560,McKeesport Rd,Elizabeth,PA,15037,Elizabeth Township,113,Retail/Convenience Store,1,1980-01-01,1980-01-01,0,,1000,1,1,-79.8754531934041,40.2785246521634,560 McKeesport Rd Elizabeth PA 15037
1022,Phil's Pharmacy,426,Broadway Ave,Pitcairn,PA,15140,Pitcairn,115,Packaged Food Only,2,1969-11-01,1969-11-01,0,,1000,1,1,,,426 Broadway Ave Pitcairn PA 15140
1041,Schiller's Pharmacy,811,S Aiken Ave,Pittsburgh,PA,15232,Pittsburgh-107,115,Packaged Food Only,2,1984-06-17,1984-06-17,0,,100,1,1,-79.9352539162019,40.4505714331691,811 S Aiken Ave Pittsburgh PA 15232
1046,Elizabeth Pharmacy,5041,2nd  Ave,Pittsburgh,PA,15207,Pittsburgh-115,115,Packaged Food Only,2,1968-10-06,1968-10-06,0,,400,1,1,-79.943115963007,40.4072518212698,5041 2nd  Ave Pittsburgh PA 15207
1128,Blackburn's Physicians Pharmacy,301,Corbet Street,Tarentum,PA,15084,Tarentum,115,Packaged Food Only,2,1980-01-01,1980-01-01,0,,100,1,1,-79.7519635264452,40.6017879683836,301 Corbet Street Tarentum PA 15084
1134,Wilson's Pharmacy,4101,Penn  Avenue,Pittsburgh,PA,15224,Pittsburgh-109,115,Packaged Food Only,2,1957-01-01,1957-01-01,0,,130,1,1,-79.9552166483188,40.4658798221638,4101 Penn  Avenue Pittsburgh PA 15224
1200,Newsland,824,E Pittsburgh Pz,East Pittsburgh,PA,15112,East Pittsburgh,115,Packaged Food Only,1,1968-11-28,1968-11-28,0,,120,1,1,,,824 E Pittsburgh Pz East Pittsburgh PA 15112
1249,Pollak's Candies,36,Prospect Street,Pittsburgh,PA,15223,Etna,172,Food Processor,2,1984-06-17,1984-06-17,0,,2020,1,1,-79.9461385824433,40.4960851062053,36 Prospect Street Pittsburgh PA 15223
1394,Blooms Cut-Rate,2716,5th Ave,Mc Keesport,PA,15132,McKeesport,115,Packaged Food Only,2,1984-06-17,1984-06-17,0,,1000,1,1,-79.8325768665282,40.3570398893409,2716 5th Ave Mc Keesport PA 15132
1406,Daniels Variety,5724,Curry Rd,Pittsburgh,PA,15236,South Park,115,Packaged Food Only,2,1984-06-17,1984-06-17,0,,1000,1,1,-79.9884841153594,40.3293879784384,5724 Curry Rd Pittsburgh PA 15236
1484,Eisenstat Candy Co,112,St Joseph St,Pittsburgh,PA,15210,Mt Oliver,151,Warehouse,2,1969-01-01,1969-01-01,0,,13000,1,1,,,112 St Joseph St Pittsburgh PA 15210
1510,Stamoolis Brothers,2020,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,113,Retail/Convenience Store,1,1984-06-17,1984-06-17,0,,8500,1,1,-79.983332339859,40.4512463641014,2020 Penn Avenue Pittsburgh PA 15222
1511,Pennsylvania Macaroni Co,2010,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,152,Refrigerated Warehouse,1,1984-06-17,1984-06-17,0,,7500,1,1,-79.9834950656485,40.4511347579182,2010 Penn Avenue Pittsburgh PA 15222
1524,Commonwealth Warehouse & Storage,123,36th St,Pittsburgh,PA,15201,Pittsburgh-106,151,Warehouse,2,1974-01-01,1974-01-01,0,,18000,7,1,-79.9669800546507,40.467072508744,123 36th St Pittsburgh PA 15201
1530,Stover & Co,1101,Russellton  Road,Cheswick,PA,15024,Harmar,151,Warehouse,2,1969-09-01,1969-09-01,0,,30000,1,1,-79.8207218378788,40.5588897406832,1101 Russellton  Road Cheswick PA 15024
1531,M Maskas & Sons,142,7th Avenue,Tarentum,PA,15084,Tarentum,151,Warehouse,2,1963-01-01,1963-01-01,0,,6500,1,1,,,142 7th Avenue Tarentum PA 15084
1546,McKeesport Candy Co,1101,5th Ave,Mc Keesport,PA,15132,McKeesport,151,Warehouse,1,1935-01-01,1935-01-01,0,,8000,1,1,-79.8538018852334,40.352140563049,1101 5th Ave Mc Keesport PA 15132
1570,Allegheny Cold Storage Plant,16,57th St,Pittsburgh,PA,15201,Pittsburgh-110,152,Refrigerated Warehouse,2,1969-01-06,1969-01-06,0,,58264,1,1,-79.9471583732395,40.4868579066105,16 57th St Pittsburgh PA 15201
1592,Eat'n Park Distribution Center,410,Vista Park Drive,Pittsburgh,PA,15205,Robinson,151,Warehouse,2,1971-01-06,1971-01-06,0,,21500,1,1,,,410 Vista Park Drive Pittsburgh PA 15205
1637,P J Dudt Bakery,1701,Duncan Ave,Allison Park,PA,15101,McCandless,117,Bakery,0,1984-06-17,1984-06-17,0,,2500,7,1,-79.999400917688,40.5673591740515,1701 Duncan Ave Allison Park PA 15101
1646,H D Dudt Bakery,11010,Perry Hwy,Wexford,PA,15090,Pine,117,Bakery,1,1984-06-17,1984-06-17,0,,1200,1,1,-80.0551294297971,40.618322846304,11010 Perry Hwy Wexford PA 15090
1656,Kribel's Bakery,546,Brookline Blvd,Pittsburgh,PA,15226,Pittsburgh-119,172,Food Processor,1,1947-01-01,1947-01-01,0,,3000,7,1,-80.0225816160474,40.3952466625067,546 Brookline Blvd Pittsburgh PA 15226
1671,Bethel Bakery,5200,Brightwood  Road,Bethel Park,PA,15102,Bethel Park,117,Bakery,1,1984-06-17,1984-06-17,0,,2830,1,1,-80.0302822756027,40.3297143075073,5200 Brightwood  Road Bethel Park PA 15102
1676,Grahams Bakery,300,Mt Lebanon  Boulevard,Pittsburgh,PA,15234,Castle Shannon,117,Bakery,1,1984-06-17,1984-06-17,0,,2000,1,1,,,300 Mt Lebanon  Boulevard Pittsburgh PA 15234
1691,Nicholas Coffee & Tea Co,23,Market  Square,Pittsburgh,PA,15222,Pittsburgh-101,172,Food Processor,1,1939-10-23,1939-10-23,0,,2500,1,1,-80.0028534759686,40.441174141778,23 Market  Square Pittsburgh PA 15222
1696,Rimini Bakery,522,Larimer Ave,Pittsburgh,PA,15206,Pittsburgh-112,172,Food Processor,1,1960-01-01,1960-01-01,0,,1000,7,1,-79.9134526814203,40.4654440450375,522 Larimer Ave Pittsburgh PA 15206
1712,Henry Grasso,716,Larimer Avenue,Pittsburgh,PA,15206,Pittsburgh-112,172,Food Processor,1,1938-04-01,1938-04-01,0,,1500,1,1,-79.910552264567,40.4666479574137,716 Larimer Avenue Pittsburgh PA 15206
1723,Minerva Bakery,927,5th Ave,Mc Keesport,PA,15132,McKeesport,117,Bakery,1,1956-01-01,1956-01-01,0,,1430,1,1,-79.8547129231409,40.3519584830232,927 5th Ave Mc Keesport PA 15132
1735,Blue Bonnet Bakery,338,E 8th Ave,Homestead,PA,15120,Homestead,117,Bakery,1,1954-01-01,1954-01-01,0,,1737,1,1,-79.9075770783541,40.4084474413882,338 E 8th Ave Homestead PA 15120
1743,F Ferrato Foods Co,203,Boggs  Avenue,Pittsburgh,PA,15211,Pittsburgh-119,172,Food Processor,1,1938-01-01,1938-01-01,0,,11700,1,1,-80.0075343232904,40.4262248465174,203 Boggs  Avenue Pittsburgh PA 15211
1752,Bel Aire Foods,530,Camp Horne Rd,Pittsburgh,PA,15237,Ohio,172,Food Processor,1,1984-06-17,1984-06-17,0,,6000,1,1,-80.0809798840134,40.5225200680971,530 Camp Horne Rd Pittsburgh PA 15237
1766,S & S Candy & Cigar Co,2025,E Carson St,Pittsburgh,PA,15203,Pittsburgh-117,151,Warehouse,2,1981-01-01,1981-01-01,0,,9000,1,1,-79.9764957162731,40.42879157047,2025 E Carson St Pittsburgh PA 15203
1778,Mallet & Co Inc,51,Arch Street Extension,Carnegie,PA,15106,Rosslyn Farms,172,Food Processor,1,1938-01-01,1938-01-01,0,,53000,1,1,-80.0804854211163,40.4180986023694,51 Arch Street Extension Carnegie PA 15106
1781,Silver Star Meats,1720,Middletown Rd,Mc Kees Rocks,PA,15136,Kennedy,172,Food Processor,0,1964-01-01,1964-01-01,0,,8500,1,1,-80.0841518006336,40.4681100420067,1720 Middletown Rd Mc Kees Rocks PA 15136
1785,Mancini's Bakery,601,Woodward Ave,Mc Kees Rocks,PA,15136,Stowe,172,Food Processor,1,1925-01-01,1925-01-01,0,,4200,1,1,-80.0710112789162,40.4714099655428,601 Woodward Ave Mc Kees Rocks PA 15136
1788,Thompson Bakery,1565,Banfield Street,Pittsburgh,PA,15235,Penn Hills,172,Food Processor,1,1946-04-01,1946-04-01,0,,800,7,1,-79.8877784138089,40.4628359537646,1565 Banfield Street Pittsburgh PA 15235
1791,Stagno's Bakery,233,Auburn St,Pittsburgh,PA,15206,Pittsburgh-112,172,Food Processor,1,1967-01-01,1967-01-01,0,,7500,1,1,-79.9134787645168,40.4612364230449,233 Auburn St Pittsburgh PA 15206
1794,Parma Sausage Products,1732,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,172,Food Processor,1,1959-07-01,1959-07-01,0,,1800,1,1,-79.9849504899366,40.4501708298978,1732 Penn Avenue Pittsburgh PA 15222
1795,Robert Wholey Co,1711,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,111,Supermarket,1,1992-12-16,1992-12-16,0,,11100,1,1,-79.9858632975096,40.4501010031256,1711 Penn Avenue Pittsburgh PA 15222
1807,Pittsburgh Casing Co,102,33rd St,Pittsburgh,PA,15201,Pittsburgh-106,172,Food Processor,2,1984-06-17,1984-06-17,0,,2500,7,1,-79.9694633698779,40.4619924897541,102 33rd St Pittsburgh PA 15201
1818,M Cibrone & Sons Bakery,1231,Grove  Road,Pittsburgh,PA,15234,Castle Shannon,172,Food Processor,1,1985-06-01,1985-06-01,0,,6000,1,1,-80.0132455645969,40.3659582790795,1231 Grove  Road Pittsburgh PA 15234
1846,Yough Twister,2101,Douglas Run Rd,Sutersville,PA,15083,Elizabeth Township,211,Restaurant without Liquor,1,1972-06-22,1972-06-22,0,,0,1,1,-79.8072623322613,40.2427523622203,2101 Douglas Run Rd Sutersville PA 15083
1862,South Hills Country Club Pool Snackbar,4305,Brownsville Rd,Pittsburgh,PA,15236,Whitehall,777,Seasonal/Pool Snack Bar,1,1956-01-01,1956-01-01,0,,0,2,1,-79.9855432342219,40.3609403975724,4305 Brownsville Rd Pittsburgh PA 15236
1865,Haymaker Swim & Racquet Club Snack Bar,106,Penn Lear  Drive,Monroeville,PA,15146,Monroeville,777,Seasonal/Pool Snack Bar,1,1974-01-01,1974-01-01,0,,0,1,1,-79.7604709736117,40.4003050978406,106 Penn Lear  Drive Monroeville PA 15146
1869,Windwood Park /  Pool Snack Bar,903,Lake Road,Bradfordwoods,PA,15015,Marshall,777,Seasonal/Pool Snack Bar,1,1984-06-17,1984-06-17,0,,0,1,1,-80.0900110990426,40.6282277390455,903 Lake Road Bradfordwoods PA 15015
1872,Community Swim Club Pool Snack Bar,100,Aqua Drive,Pittsburgh,PA,15238,O'Hara,777,Seasonal/Pool Snack Bar,0,1960-01-01,1960-01-01,0,,0,1,1,-79.8583161165195,40.5148981180107,100 Aqua Drive Pittsburgh PA 15238
1877,GNC #29,208,Monroeville Mall,Monroeville,PA,15146,Monroeville,116,Chain Packaged Food Only,2,1974-01-01,1974-01-01,0,,1800,1,1,,,208 Monroeville Mall Monroeville PA 15146
1878,Giant Eagle #17,6320,Shakespeare St,Pittsburgh,PA,15206,Pittsburgh-107,112,Chain Supermarket,1,1984-06-17,1984-06-17,0,,43354,1,1,-79.920755192051,40.4586694165469,6320 Shakespeare St Pittsburgh PA 15206
1880,Giant Eagle #38,1901,Murray Avenue,Pittsburgh,PA,15217,Pittsburgh-114,112,Chain Supermarket,1,1962-03-01,1962-03-01,0,,31000,1,1,-79.9225606363348,40.4356644808696,1901 Murray Avenue Pittsburgh PA 15217
1881,Giant Eagle #63,4250,Murray Ave,Pittsburgh,PA,15217,Pittsburgh-115,112,Chain Supermarket,1,1984-01-01,1984-01-01,0,,30448,1,1,-79.9294231858365,40.422252855852,4250 Murray Ave Pittsburgh PA 15217
1919,Rite Aid Pharmacies #272,209,Atwood St,Pittsburgh,PA,15213,Pittsburgh-104,116,Chain Packaged Food Only,2,1984-06-17,1984-06-17,0,,1000,1,1,-79.9570467221139,40.4409156190493,209 Atwood St Pittsburgh PA 15213
1980,CVS / Pharmacy #4103,355,Lincoln Ave,Pittsburgh,PA,15202,Bellevue,116,Chain Packaged Food Only,2,1984-06-17,1984-06-17,0,,1000,1,1,-80.0524662870426,40.4934968134014,355 Lincoln Ave Pittsburgh PA 15202
2050,Giant Eagle #65,4110,Brighton Road,Pittsburgh,PA,15212,Ross,112,Chain Supermarket,1,1984-06-17,1984-06-17,0,,24030,1,1,-80.0434660161438,40.4892632674544,4110 Brighton Road Pittsburgh PA 15212
2051,Giant Eagle #45,9805,McKnight Rd,Pittsburgh,PA,15237,McCandless,112,Chain Supermarket,0,1984-06-17,1984-06-17,0,,68794,1,1,-80.036662550413,40.5854154877287,9805 McKnight Rd Pittsburgh PA 15237
2068,Co Go's #321,2733,South Park Road,Bethel Park,PA,15102,Bethel Park,114,Chain Retail/Convenience Store,1,1984-06-17,1984-06-17,0,,2200,1,1,,,2733 South Park Road Bethel Park PA 15102
2098,CVS / Pharmacy #4051,1801,Washington Road,Pittsburgh,PA,15241,Upper St Clair,116,Chain Packaged Food Only,2,1984-06-17,1984-06-17,0,,500,7,1,-80.0553493731675,40.3465057345273,1801 Washington Road Pittsburgh PA 15241
2099,CVS / Pharmacy #4144,3075,West Liberty Avenue,Pittsburgh,PA,15216,Dormont,116,Chain Packaged Food Only,2,1984-06-17,1984-06-17,0,,2501,1,1,,,3075 West Liberty Avenue Pittsburgh PA 15216
2151,Rite Aid Pharmacies #269,230,Hays Ave,Pittsburgh,PA,15210,Mt Oliver,116,Chain Packaged Food Only,2,1984-06-17,1984-06-17,0,,276,1,1,-79.9875251432464,40.4145126953077,230 Hays Ave Pittsburgh PA 15210
2154,Giant Eagle #0004,5055,Library  Road,Bethel Park,PA,15102,Bethel Park,112,Chain Supermarket,1,1984-06-17,1984-06-17,0,,67047,1,1,-80.0254781207211,40.3389236351549,5055 Library  Road Bethel Park PA 15102
2170,GNC KK006,,South Hills Village,Bethel Park,PA,15102,Bethel Park,116,Chain Packaged Food Only,2,1984-06-17,1984-06-17,0,,1555,1,1,,,South Hills Village Bethel Park PA 15102
2204,CVS / Pharmacy #4070,10600,Frankstown Rd,Pittsburgh,PA,15235,Penn Hills,116,Chain Packaged Food Only,2,1980-01-01,1980-01-01,0,,2000,1,1,-79.8421726070121,40.4599282666565,10600 Frankstown Rd Pittsburgh PA 15235
2206,CVS / Pharmacy #4120,610,Wood Street,Pittsburgh,PA,15222,Pittsburgh-102,116,Chain Packaged Food Only,2,1984-06-17,1984-06-17,0,,850,7,1,-79.9988943773441,40.4423851352809,610 Wood Street Pittsburgh PA 15222
2207,CVS / Pharmacy #4008,242,5th Avenue,Pittsburgh,PA,15222,Pittsburgh-102,116,Chain Packaged Food Only,2,1980-01-01,1980-01-01,0,,1000,1,1,-80.0010180484053,40.4407912630789,242 5th Avenue Pittsburgh PA 15222
2226,Faber Coe & Gregg,530,Wm Penn Place,Pittsburgh,PA,15230,Pittsburgh-102,116,Chain Packaged Food Only,2,1984-06-17,1984-06-17,0,,150,1,1,-79.9965857263143,40.4405968872984,530 Wm Penn Place Pittsburgh PA 15230
2316,Co Go's #346,3439,West Run Rd,Homestead,PA,15120,Munhall,114,Chain Retail/Convenience Store,1,1980-01-01,1980-01-01,0,,2400,1,1,,,3439 West Run Rd Homestead PA 15120
2365,Shop 'n Save / Baldwin,93,Joseph  Street,Pittsburgh,PA,15227,Baldwin Boro,112,Chain Supermarket,0,1972-01-01,1972-01-01,0,,16000,7,1,-79.9646892775455,40.3894843915028,93 Joseph  Street Pittsburgh PA 15227
2370,Giant Eagle #64,3812,O'Neil Blvd,Mc Keesport,PA,15132,McKeesport,112,Chain Supermarket,1,1984-06-17,1984-06-17,0,,27100,1,1,,,3812 O'Neil Blvd Mc Keesport PA 15132
2412,Perriello Produce,208,7th Avenue,Tarentum,PA,15084,Tarentum,113,Retail/Convenience Store,1,1992-08-20,1992-08-20,0,,500,1,1,,,208 7th Avenue Tarentum PA 15084
2424,Rite Aid Pharmacies #10907,2100,Washington Pike,Carnegie,PA,15106,Scott,116,Chain Packaged Food Only,2,1984-06-17,1984-06-17,0,,500,1,1,-80.0925646091617,40.3878912647148,2100 Washington Pike Carnegie PA 15106
2425,Rite Aid Pharmacies #10908,5990,University Blvd / Ste 30,Coraopolis,PA,15108,Moon,116,Chain Packaged Food Only,2,1984-06-17,1984-06-17,0,,400,1,1,-80.2205626401866,40.5217743173523,5990 University Blvd / Ste 30 Coraopolis PA 15108
2506,Verona News,754,Allegheny River Boulevard,Verona,PA,15147,Verona,115,Packaged Food Only,2,1970-01-01,1970-01-01,0,,300,1,1,-79.8430911887253,40.5063055794475,754 Allegheny River Boulevard Verona PA 15147
2811,Giant Eagle #37,5,Quaker Village Shopping Center,Leetsdale,PA,15056,Leetsdale,112,Chain Supermarket,1,1984-06-17,1984-06-17,0,,45252,1,1,,,5 Quaker Village Shopping Center Leetsdale PA 15056
2848,Giant Eagle #78,230,Rodi Road,Pittsburgh,PA,15235,Penn Hills,112,Chain Supermarket,1,1989-04-03,1989-04-03,0,,49200,1,1,-79.8252122711155,40.4617445773283,230 Rodi Road Pittsburgh PA 15235
2858,CVS / Pharmacy #4045,4692,Old Wm Penn Highway,Monroeville,PA,15146,Monroeville,116,Chain Packaged Food Only,2,1978-03-27,1978-03-27,0,,500,7,1,-79.7410882597126,40.4390035764668,4692 Old Wm Penn Highway Monroeville PA 15146
2901,Giant Eagle #76,4680,Old Wm Penn Hwy,Monroeville,PA,15146,Monroeville,112,Chain Supermarket,1,1979-01-02,1979-01-02,0,,32040,7,1,-79.7433390332527,40.43933709098,4680 Old Wm Penn Hwy Monroeville PA 15146
2950,Esthers Sweet Shop,1814,Brownsville Rd,Pittsburgh,PA,15210,Pittsburgh-129,172,Food Processor,1,1984-06-17,1984-06-17,0,,1700,1,1,-79.9879616109687,40.3967350109001,1814 Brownsville Rd Pittsburgh PA 15210
2957,Clark Candies,621 (Rear),1st Avenue,Tarentum,PA,15084,Tarentum,172,Food Processor,1,1985-01-01,1985-01-01,0,,3600,1,1,,,621 (Rear) 1st Avenue Tarentum PA 15084
3002,South Fayette Middle School Cafeteria,3680,Old Oakdale Road,Mc Donald,PA,15057,McDonald,651,School Full Service Kitchen,9,1984-06-17,1984-06-17,0,,2426,1,1,-80.1690966749692,40.3768032337664,3680 Old Oakdale Road Mc Donald PA 15057
3006,Springdale Jr/Sr High School Cafeteria,501,Butler Street,Springdale,PA,15144,Springdale Borough,651,School Full Service Kitchen,9,1958-01-01,1958-01-01,0,,2500,1,1,-79.7817130810253,40.5474366050505,501 Butler Street Springdale PA 15144
3007,Pgh Brashear HS Cafeteria,590,Crane  Avenue,Pittsburgh,PA,15216,Pittsburgh-119,651,School Full Service Kitchen,9,1984-06-17,1984-06-17,0,,2500,1,1,-80.0182235625801,40.4180823674758,590 Crane  Avenue Pittsburgh PA 15216
3008,Burchfield Elementary,1500,Burchfield  Road,Allison Park,PA,15101,Shaler,651,School Full Service Kitchen,9,1984-06-17,1984-06-17,0,,2500,1,1,-79.9431345349872,40.5476017412407,1500 Burchfield  Road Allison Park PA 15101
3010,Center Elementary School,200,Center New Texas Rd,Pittsburgh,PA,15239,Plum,651,School Full Service Kitchen,9,1960-01-01,1960-01-01,0,,777,1,1,-79.7567664707452,40.4808530969459,200 Center New Texas Rd Pittsburgh PA 15239
3013,St John The Baptist School Cafeteria,418,Unity Center  Road,Pittsburgh,PA,15239,Plum,651,School Full Service Kitchen,9,1960-01-01,1960-01-01,0,,820,1,1,-79.776600959653,40.48759402803,418 Unity Center  Road Pittsburgh PA 15239
3014,Regency Park Elementary,606,Millers Ln,Pittsburgh,PA,15239,Plum,651,School Full Service Kitchen,9,1960-01-01,1960-01-01,0,,595,7,1,-79.775378857987,40.4839793295898,606 Millers Ln Pittsburgh PA 15239
3015,Ramsey Elementary Cafeteria,2200,Ramsey Rd,Monroeville,PA,15146,Monroeville,651,School Full Service Kitchen,9,1970-01-01,1970-01-01,0,,1551,1,1,-79.747783758936,40.4085578454914,2200 Ramsey Rd Monroeville PA 15146
3023,Elroy Elementary School Cafeteria,3129,Elroy Ave,Pittsburgh,PA,15227,Brentwood,653,School Satellite Kitchen,1,1984-06-17,1984-06-17,0,,168,1,1,-79.9731939554527,40.3794276631736,3129 Elroy Ave Pittsburgh PA 15227
3025,Mt Vernon Elementary School Cafeteria,2400,Greenock - Buena Vista  Road,Mc Keesport,PA,15135,Elizabeth Township,653,School Satellite Kitchen,1,1962-01-01,1962-01-01,0,,510,1,1,-79.812492788052,40.2920687906946,2400 Greenock - Buena Vista  Road Mc Keesport PA 15135
3032,Pgh Whittier K - 5,150,Meridan  Street,Pittsburgh,PA,15211,Pittsburgh-119,653,School Satellite Kitchen,1,1984-06-17,1984-06-17,0,,50,1,1,-80.0189554331985,40.4358522043389,150 Meridan  Street Pittsburgh PA 15211
3033,Pgh Carrick High School Cafeteria,125,Parkfield  Street,Pittsburgh,PA,15210,Pittsburgh-129,651,School Full Service Kitchen,9,1984-06-17,1984-06-17,0,,1000,1,1,-79.9894024416604,40.3908105337617,125 Parkfield  Street Pittsburgh PA 15210
3038,Pgh Allegheny K-8 & ECC,810,Arch  Street,Pittsburgh,PA,15212,Pittsburgh-122,651,School Full Service Kitchen,9,1984-06-17,1984-06-17,0,,600,1,1,-80.008655356805,40.4532307794853,810 Arch  Street Pittsburgh PA 15212
